Accession	PlasmidSize	log10PlasmidSize	CollectionDate	NumInsertionSequences	InsertionSequenceDensity	BiocideMetalResistance	Virulence	Integron	ConjugativeSystem	GeographicLocation	IsolationSource	RepliconCarriage	HostTaxonomy	outcomeaminoglycoside	outcomebetalactam_carbapenem	outcomebetalactam_ESBL	outcomebetalactam_other	outcomemacrolide	outcomephenicol	outcomequinolone	outcomesulphonamide	outcometetracycline	outcometrimethoprim	NumOtherResistanceClassesaminoglycoside	NumOtherResistanceClassesbetalactam_carbapenem	NumOtherResistanceClassesbetalactam_ESBL	NumOtherResistanceClassesbetalactam_other	NumOtherResistanceClassesmacrolide	NumOtherResistanceClassesphenicol	NumOtherResistanceClassesquinolone	NumOtherResistanceClassessulphonamide	NumOtherResistanceClassestetracycline	NumOtherResistanceClassestrimethoprim
NZ_CP018678.1	8006	-0.0965844142309136	3	0	0	0	0	0	non-mobilisable	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018682.2	113574	1.05527892161351	22	6	0.528289925511121	0	1	0	conjugative	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018683.2	76744	0.885044431461917	22	4	0.521213384759721	0	0	0	conjugative	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018684.2	59857	0.777114946448458	22	2	0.33412967572715	0	0	0	conjugative	China	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018693.1	180027	1.25533764439027	20	7	0.388830564304243	1	0	1	conjugative	EU	human	multi-replicon	Enterobacteriaceae	1	0	1	1	0	1	1	0	0	1	4	5	5	5	5	5	5	4	5	5
NZ_CP018699.1	61010	0.785401024992388	20	6	0.983445336830028	1	0	0	non-mobilisable	EU	human	single-replicon	Enterobacteriaceae	1	0	1	1	0	0	1	1	1	1	4	5	5	5	5	5	5	4	5	5
NZ_CP018710.1	96073	0.982601352303655	20	5	0.52043758392056	1	0	1	mobilisable	EU	human	single-replicon	Enterobacteriaceae	1	0	0	0	0	1	0	1	1	0	3	4	4	4	4	3	4	3	3	4
NZ_CP018714.1	246756	1.39226772156543	20	4	0.162103454424614	1	0	0	mobilisable	EU	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018717.1	63589	0.803381995326486	20	2	0.314519806884839	0	0	0	conjugative	EU	human	single-replicon	Enterobacteriaceae	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
NZ_CP018726.1	192558	1.28456156649903	0	0	0	1	0	0	mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018727.1	47184	0.673794755207723	0	1	0.211936249576128	0	0	0	conjugative	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018729.1	211336	1.32497348318405	3	1	0.0473180149146383	1	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018730.1	45952	0.662304418226188	3	1	0.217618384401114	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018732.1	203385	1.30831891978905	0	0	0	1	0	0	mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018733.1	61840	0.791269480910269	0	4	0.646830530401035	0	0	0	mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018734.1	47122	0.673223714939716	0	1	0.212215101226603	0	0	0	conjugative	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018741.1	257708	1.41112790051415	21	3	0.116410821549971	0	0	0	mobilisable	high-income	other	untyped	Firmicutes	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
NZ_CP018742.1	213830	1.33006863595439	21	2	0.093532245241547	0	0	0	mobilisable	high-income	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018750.1	27038	0.43197456370866	0	0	0	0	0	0	non-mobilisable	EU	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018754.1	2942	-0.531357331608489	0	0	0	0	0	0	non-mobilisable	EU	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018755.1	2942	-0.531357331608489	0	0	0	0	0	0	non-mobilisable	EU	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018759.1	114250	1.05785620874189	22	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018764.1	13522	0.131040931600099	22	1	0.739535571660997	0	0	0	non-mobilisable	China	livestock	single-replicon	Firmicutes	0	0	0	0	1	0	0	0	1	0	2	2	2	2	1	2	2	2	1	2
NZ_CP018765.1	61042	0.78562875454601	22	5	0.819108155040792	0	0	0	mobilisable	China	livestock	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018767.1	26856	0.429041328239956	16	2	0.74471254095919	1	0	0	non-mobilisable	United States	human	multi-replicon	Firmicutes	1	0	0	1	1	0	0	0	0	0	2	3	3	2	2	3	3	3	3	3
NZ_CP018769.1	27270	0.43568513794163	15	0	0	1	1	0	non-mobilisable	United States	human	multi-replicon	Firmicutes	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
NZ_CP018771.2	19788	0.296401901692144	23	0	0	0	0	0	non-mobilisable	United States	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018777.1	35236	0.546986601314178	20	1	0.283800658417527	0	0	0	non-mobilisable	high-income	human	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018781.1	311693	1.49372704900283	18	9	0.270966809576569	0	0	0	conjugative	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018790.1	6090	-0.215382707367125	12	0	0	0	0	0	non-mobilisable	United States	livestock	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018792.1	24958	0.39720978037878	15	0	0	0	0	0	conjugative	United States	livestock	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018794.1	25220	0.401745082237063	16	0	0	0	0	0	conjugative	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018795.1	4217	-0.374996398985136	16	0	0	0	0	0	non-mobilisable	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018797.1	58093	0.764123804601617	22	3	0.516413337235123	0	0	0	mobilisable	high-income	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018798.1	67905	0.831901753550934	22	4	0.58905824313379	0	0	0	mobilisable	high-income	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018813.1	27577	0.440547019116441	22	0	0	0	0	0	non-mobilisable	high-income	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018815.1	139942	1.14594807639874	22	9	0.643123579768761	1	0	1	conjugative	other	other	multi-replicon	Enterobacteriaceae	1	1	0	1	0	0	0	1	0	1	4	4	5	4	5	5	5	4	5	4
NZ_CP018821.1	310952	1.49269335448021	22	5	0.160796521649644	0	0	0	mobilisable	United States	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018824.1	6058	-0.217670731003163	0	0	0	0	0	0	non-mobilisable	high-income	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018826.1	4374	-0.359121221298382	17	0	0	0	0	0	mobilisable	United States	human	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018829.1	13141	0.118628415296599	17	1	0.760977094589453	0	0	0	mobilisable	United States	human	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018837.1	11916	0.0761304945430057	0	0	0	0	0	0	non-mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018843.1	24769	0.393908473148264	21	2	0.807460939077072	1	0	0	non-mobilisable	EU	human	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018844.1	9323	-0.0304443157791563	21	0	0	0	0	0	mobilisable	EU	human	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018848.1	220688	1.3437787188641	20	3	0.135938519538897	1	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018849.1	92708	0.967117212094288	20	3	0.323596669111619	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018851.1	213743	1.32989190065797	18	2	0.0935703157530305	1	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018852.1	94139	0.973769580662863	18	3	0.318677699996813	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018853.1	49382	0.69356867513367	18	0	0	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018855.1	211337	1.32497553817447	16	1	0.0473177910162442	1	0	0	mobilisable	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018856.1	73024	0.863465618402102	16	3	0.410823838737949	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018857.1	51192	0.709202097161035	16	1	0.195343022347242	0	0	0	conjugative	other	other	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018864.1	25865	0.412712482745102	0	0	0	0	0	0	non-mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018865.1	244759	1.38873867015229	0	4	0.163426064005818	0	0	0	mobilisable	other	other	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018868.1	68058	0.832879182465842	0	4	0.587733991595404	0	0	0	conjugative	other	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018869.1	64478	0.809411557915602	0	4	0.620366636682279	0	0	0	mobilisable	United States	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018872.1	56602	0.752831777011912	18	3	0.530016607187025	0	0	0	non-mobilisable	China	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018873.1	39508	0.596685045096567	18	6	1.05	0	0	0	mobilisable	China	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018875.1	167030	1.22279448111371	18	1	0.0598694845237383	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018876.1	134795	1.12967378305477	18	1	0.0741867279943618	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018877.1	128297	1.10821650128001	18	0	0	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018878.1	60905	0.784652947530634	18	0	0	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018879.1	37455	0.573509801407029	18	1	0.26698705112802	0	0	0	non-mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018880.1	9598	-0.0178192544035976	18	0	0	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018881.1	6332	-0.198459093809682	18	0	0	0	0	0	mobilisable	China	other	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018886.1	217456	1.33737139512824	15	9	0.505849459200942	1	0	0	conjugative	middle-income	human	multi-replicon	Enterobacteriaceae	1	0	0	0	1	0	0	1	0	0	2	3	3	3	2	3	3	2	3	3
NZ_CP018887.1	123208	1.09063890785322	15	8	0.649308486461918	1	0	1	conjugative	middle-income	human	multi-replicon	Enterobacteriaceae	1	1	0	1	0	1	1	0	1	1	4	5	5	5	5	5	5	4	5	5
NZ_CP018901.1	125964	1.10024644325019	20	1	0.0793877615826744	0	0	0	mobilisable	United States	livestock	untyped	Proteobacteria_other	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
NZ_CP018904.1	181326	1.25846008124358	0	4	0.220597156502653	0	1	0	non-mobilisable	EU	livestock	untyped	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018905.1	95152	0.978417921155202	0	2	0.210190011770641	0	1	0	mobilisable	EU	livestock	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018910.1	9501	-0.0222306819084257	19	0	0	0	0	0	non-mobilisable	China	human	untyped	Proteobacteria_other	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1
NZ_CP018916.1	73532	0.866476378526498	19	2	0.271990425937007	0	0	0	conjugative	United States	human	single-replicon	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018918.1	100699	1.00302515777667	20	3	0.297917556281592	0	0	0	conjugative	United States	human	single-replicon	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018920.1	111810	1.0484806474735	19	7	0.626062069582327	0	0	0	conjugative	United States	human	single-replicon	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018921.1	47264	0.674530473631855	19	0	0	0	0	0	conjugative	United States	human	untyped	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018922.1	21738	0.337219584418181	19	0	0	0	0	0	conjugative	United States	human	single-replicon	Proteobacteria_other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018934.1	97634	0.989601082431374	17	0	0	0	0	0	mobilisable	other	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018936.1	94665	0.976189439230457	15	0	0	0	0	0	mobilisable	other	other	single-replicon	Firmicutes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018938.1	45350	0.656577291396114	21	0	0	0	0	0	non-mobilisable	high-income	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018939.1	73970	0.869055618701908	21	0	0	0	0	0	conjugative	high-income	human	untyped	other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018940.1	2942	-0.531357331608489	16	0	0	0	0	0	non-mobilisable	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018941.1	4062	-0.391260080931212	16	0	0	0	0	0	mobilisable	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018942.1	4063	-0.391153177673588	16	0	0	0	0	0	mobilisable	middle-income	human	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018943.1	6647	-0.177374321225859	16	0	0	0	0	0	mobilisable	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018944.1	27133	0.433497814823721	16	2	0.737109792503593	0	0	0	non-mobilisable	middle-income	human	untyped	Enterobacteriaceae	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
NZ_CP018945.1	55436	0.743791886095104	16	5	0.901940976982466	1	0	1	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	1	1	0	0	0	0	1	1	0	1	4	4	5	5	5	5	4	4	5	4
NZ_CP018946.1	87114	0.940087955629425	16	1	0.114792111486099	0	0	0	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018947.1	143972	1.15827803773488	16	8	0.5556636012558	1	0	0	non-mobilisable	middle-income	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	1	0	0	1	0	2	2	2	2	2	1	2	2	1	2
NZ_CP018949.1	16559	0.219034106144804	16	2	1.05	0	0	0	non-mobilisable	United States	human	single-replicon	Enterobacteriaceae	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
NZ_CP018950.1	35225	0.546851001781394	16	0	0	0	0	0	conjugative	United States	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018951.1	43380	0.637289547678175	16	2	0.461041954817888	0	0	0	conjugative	United States	human	single-replicon	Enterobacteriaceae	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
NZ_CP018952.1	132345	1.12170753828241	16	8	0.604480713287242	0	1	0	conjugative	United States	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018954.1	97654	0.989690037100052	17	6	0.614414156102157	1	0	1	non-mobilisable	high-income	human	multi-replicon	Enterobacteriaceae	1	0	0	1	1	0	0	1	0	1	4	5	5	4	4	5	5	4	5	4
NZ_CP018955.1	101186	1.00512042808335	17	5	0.494139505465183	0	0	0	conjugative	high-income	human	multi-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018956.1	216226	1.33490791430565	17	7	0.323735350975368	1	0	1	conjugative	high-income	human	single-replicon	Enterobacteriaceae	1	1	0	1	0	1	0	1	0	0	4	4	5	4	5	4	5	4	5	5
NZ_CP018958.1	53198	0.725895305127922	17	1	0.187976991616226	0	0	0	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018959.1	51885	0.715041821070042	17	3	0.578201792425556	1	0	1	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	1	1	0	1	0	1	1	1	0	0	4	5	5	5	5	5	5	4	5	5
NZ_CP018960.1	73206	0.864546677507894	17	3	0.40980247520695	1	0	1	non-mobilisable	middle-income	human	multi-replicon	Enterobacteriaceae	1	0	0	1	1	1	1	1	1	1	4	5	5	5	5	5	5	4	5	5
NZ_CP018961.1	289903	1.46225270958302	17	9	0.379437260049051	1	0	1	mobilisable	middle-income	human	multi-replicon	Enterobacteriaceae	1	0	1	1	1	1	1	1	0	0	4	5	5	5	5	5	5	4	5	5
NZ_CP018963.1	54644	0.737542482663674	17	4	0.73201083376034	0	0	0	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
NZ_CP018964.1	118495	1.07370002529783	17	9	0.843917464871935	1	1	1	non-mobilisable	middle-income	human	multi-replicon	Enterobacteriaceae	1	0	1	1	1	1	1	1	1	1	4	5	5	5	5	5	5	4	5	5
NZ_CP018966.1	4087	-0.388595362288406	17	0	0	0	0	0	mobilisable	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018967.1	5167	-0.286761538454338	17	0	0	0	0	0	mobilisable	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018968.1	44320	0.646599751720373	17	5	1.05	0	0	0	mobilisable	middle-income	human	multi-replicon	Enterobacteriaceae	0	1	0	1	0	0	0	0	0	0	2	1	2	1	2	2	2	2	2	2
NZ_CP018969.1	82364	0.915737429929287	17	5	0.607061337477539	0	0	0	non-mobilisable	middle-income	human	multi-replicon	Enterobacteriaceae	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
NZ_CP018971.1	3164	-0.499763525174361	17	0	0	0	0	0	non-mobilisable	middle-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018973.1	70152	0.846040057069042	17	2	0.285095221804083	0	0	0	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1
NZ_CP018974.1	70876	0.850499199469473	17	4	0.564365934872171	0	0	0	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	1	1	0	1	0	1	1	0	0	0	4	4	5	4	5	4	4	4	5	5
NZ_CP018975.1	95926	0.98193633528467	17	3	0.312741071242416	0	0	0	conjugative	middle-income	human	single-replicon	Enterobacteriaceae	0	0	1	1	0	0	0	0	0	0	2	2	1	1	2	2	2	2	2	2
NZ_CP018977.1	58431	0.766643318977828	18	4	0.684568123085349	1	0	1	conjugative	high-income	human	single-replicon	Enterobacteriaceae	0	1	0	0	0	0	0	1	0	1	3	2	3	3	3	3	3	2	3	2
NZ_CP018978.1	117844	1.07130747542015	18	5	0.424289738976953	0	0	0	conjugative	high-income	human	multi-replicon	Enterobacteriaceae	0	0	0	1	0	0	0	0	1	0	2	2	2	1	2	2	2	2	1	2
NZ_CP018980.1	4074	-0.389978975335855	19	0	0	0	0	0	mobilisable	high-income	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018981.1	14029	0.147026715222231	19	2	1.05	0	0	0	mobilisable	high-income	human	single-replicon	Enterobacteriaceae	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1
NZ_CP018982.1	100168	1.00072900253878	19	6	0.598993690599792	1	0	1	mobilisable	high-income	human	multi-replicon	Enterobacteriaceae	1	0	0	1	1	0	0	1	1	1	4	5	5	5	5	5	5	4	5	5
NZ_CP018984.1	2942	-0.531357331608489	18	0	0	0	0	0	non-mobilisable	EU	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018985.1	5631	-0.249414472658991	18	0	0	0	0	0	mobilisable	EU	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018986.1	6075	-0.21645371772965	18	0	0	0	0	0	mobilisable	EU	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018987.1	6994	-0.155274372026774	18	0	0	0	0	0	mobilisable	EU	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018988.1	34532	0.53822173223912	18	0	0	0	0	0	conjugative	EU	human	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018989.1	85865	0.933816174257383	18	6	0.698771327083212	1	0	0	mobilisable	EU	human	multi-replicon	Enterobacteriaceae	0	1	0	1	0	0	0	0	0	0	2	1	2	1	2	2	2	2	2	2
NZ_CP018990.1	150994	1.17895969021593	18	9	0.596050174179106	1	1	1	conjugative	EU	human	multi-replicon	Enterobacteriaceae	1	0	0	0	1	0	0	1	1	1	4	5	5	5	4	5	5	4	4	4
NZ_CP018992.1	110226	1.0422840475529	18	6	0.544336182026019	1	0	0	conjugative	high-income	human	multi-replicon	Enterobacteriaceae	0	1	0	1	0	0	0	0	0	0	2	1	2	1	2	2	2	2	2	2
NZ_CP018993.1	116562	1.06655699055939	18	5	0.428956263619361	0	0	0	conjugative	high-income	human	single-replicon	Enterobacteriaceae	1	0	0	0	0	1	0	0	1	0	2	3	3	3	3	2	3	3	2	3
NZ_CP018994.1	154853	1.18991962345338	18	8	0.516618987039321	1	1	1	conjugative	high-income	human	multi-replicon	Enterobacteriaceae	1	0	0	1	0	0	0	1	1	1	4	5	5	4	5	5	5	4	4	4
NZ_CP018996.1	4073	-0.390085589914002	19	0	0	0	0	0	mobilisable	China	human	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018997.1	4921	-0.307946634965919	19	0	0	0	0	0	mobilisable	China	human	single-replicon	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP018998.1	99006	0.995661514677671	19	6	0.606023877340767	1	0	1	non-mobilisable	China	human	multi-replicon	Enterobacteriaceae	1	0	0	0	1	0	0	1	1	1	4	5	5	5	4	5	5	4	4	4
NZ_CP018999.1	146162	1.16483447703072	19	8	0.54733788536008	1	0	1	conjugative	China	human	multi-replicon	Enterobacteriaceae	1	1	0	1	1	0	0	1	0	1	4	5	5	5	5	5	5	4	5	5
NZ_CP019001.1	272202	1.43489131185105	19	9	0.330636806489298	1	1	1	conjugative	China	human	multi-replicon	Enterobacteriaceae	1	1	0	1	1	1	0	1	1	0	4	5	5	5	5	5	5	4	5	5
NZ_CP019002.1	112917	1.05275933121104	19	2	0.177121248350558	0	0	0	non-mobilisable	China	human	untyped	Enterobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
